01 02 03 04 13 48
01 02 03 04 29 48
01 02 03 11 15 43
01 02 03 19 25 41
01 02 03 20 29 35
01 02 04 08 09 38
01 02 04 09 36 49
01 02 04 11 24 30
01 02 04 18 28 35
01 02 04 32 38 39
01 02 05 07 40 44
01 02 05 11 17 19
01 02 06 10 14 29
01 02 06 10 16 21
01 02 06 11 25 37
01 02 06 22 36 47
01 02 06 24 40 47
01 02 07 08 21 45
01 02 07 09 11 27
01 02 07 09 18 27
01 02 07 09 20 43
01 02 07 09 21 42
01 02 07 10 33 38
01 02 07 11 34 43
01 02 07 13 22 31
01 02 07 14 41 49
01 02 07 15 16 22
01 02 07 16 20 32
01 02 07 16 27 30
01 02 07 16 43 44
01 02 07 23 30 39
01 02 07 25 27 36
01 02 07 40 46 48
01 02 08 12 41 45
01 02 08 23 46 48
01 02 08 25 37 44
01 02 08 31 34 43
01 02 09 12 21 39
01 02 09 12 42 49
01 02 09 14 17 25
01 02 09 15 17 37
01 02 09 15 20 38
01 02 09 15 31 40
01 02 09 20 33 35
01 02 09 22 29 37
01 02 09 31 45 48
01 02 10 11 13 26
01 02 10 11 25 41
01 02 10 11 31 34
01 02 10 15 31 40
01 02 10 19 22 44
01 02 10 24 29 39
01 02 10 24 37 46
01 02 10 26 36 39
01 02 11 39 40 43
01 02 12 16 28 41
01 02 12 19 24 38
01 02 12 20 21 47
01 02 12 30 37 43
01 02 12 39 42 46
01 02 13 17 24 39
01 02 13 17 31 41
01 02 13 18 34 47
01 02 13 21 42 48
01 02 13 30 35 38
01 02 14 15 18 45
01 02 14 25 29 46
01 02 14 25 41 44
01 02 15 16 25 28
01 02 15 16 27 31
01 02 15 26 39 49
01 02 16 19 20 38
01 02 16 21 47 49
01 02 16 22 42 49
01 02 16 23 36 47
01 02 16 24 32 38
01 02 16 24 36 49
01 02 18 21 39 45
01 02 18 26 36 44
01 02 18 31 43 46
01 02 18 38 42 45
01 02 19 20 25 28
01 02 19 22 23 26
01 02 20 26 39 49
01 02 21 30 31 38
01 02 22 35 45 49
01 02 23 25 27 28
01 02 23 27 31 32
01 02 23 29 30 42
01 02 25 30 37 47
01 02 25 36 38 45
01 02 30 31 34 49
01 02 30 36 42 43
01 02 32 33 38 49
01 02 33 35 44 48
01 02 34 35 45 47
01 02 38 39 40 49
01 03 04 05 14 42
01 03 04 11 34 40
01 03 04 13 18 42
01 03 04 18 25 41
01 03 04 23 36 38
01 03 04 24 28 36
01 03 04 33 41 44
01 03 05 06 11 16
01 03 05 06 24 39
01 03 05 08 13 31
01 03 05 09 31 42
01 03 05 12 27 46
01 03 05 14 27 44
01 03 05 16 20 26
01 03 05 19 38 48
01 03 05 21 27 29
01 03 05 27 30 45
01 03 05 34 38 43
01 03 06 10 12 35
01 03 06 11 19 26
01 03 06 11 27 47
01 03 06 16 19 35
01 03 06 20 37 49
01 03 06 21 22 33
01 03 06 22 25 39
01 03 06 24 29 45
01 03 07 08 27 37
01 03 07 08 35 44
01 03 07 11 38 40
01 03 07 12 37 46
01 03 07 13 22 47
01 03 07 13 39 46
01 03 07 14 16 32
01 03 07 16 17 37
01 03 07 23 28 42
01 03 07 25 33 34
01 03 07 27 34 41
01 03 08 09 12 40
01 03 08 10 17 43
01 03 08 11 22 30
01 03 08 12 32 47
01 03 08 14 15 16
01 03 08 18 35 47
01 03 08 27 39 48
01 03 08 37 41 43
01 03 09 12 15 41
01 03 09 17 19 49
01 03 09 25 34 48
01 03 09 40 42 44
01 03 10 11 16 27
01 03 11 20 29 36
01 03 11 40 42 48
01 03 12 14 17 46
01 03 12 23 30 41
01 03 13 16 26 32
01 03 13 21 32 45
01 03 14 15 23 41
01 03 14 17 31 45
01 03 14 17 38 40
01 03 14 33 37 49
01 03 15 16 22 39
01 03 15 19 26 40
01 03 15 19 29 30
01 03 15 19 36 37
01 03 15 26 28 39
01 03 15 27 31 36
01 03 16 29 31 38
01 03 16 29 31 46
01 03 16 36 43 49
01 03 16 41 42 46
01 03 17 21 44 45
01 03 18 19 22 37
01 03 18 22 30 45
01 03 18 23 24 35
01 03 18 34 35 41
01 03 19 27 30 48
01 03 19 31 32 47
01 03 19 32 37 47
01 03 19 36 39 42
01 03 20 22 30 44
01 03 20 34 38 43
01 03 21 24 31 46
01 03 21 25 35 47
01 03 23 26 35 38
01 03 23 33 40 48
01 03 23 35 41 46
01 03 24 27 33 49
01 03 24 27 43 45
01 03 24 34 35 40
01 03 25 40 44 47
01 03 26 33 42 46
01 03 29 35 37 47
01 03 30 36 42 43
01 03 31 32 39 49
01 03 34 35 38 39
01 03 40 43 45 46
01 04 05 07 21 40
01 04 05 08 24 43
01 04 05 09 27 42
01 04 05 17 21 29
01 04 05 22 27 32
01 04 06 07 15 19
01 04 06 08 19 27
01 04 06 10 24 25
01 04 06 11 16 22
01 04 06 11 33 40
01 04 06 13 20 44
01 04 06 24 26 29
01 04 07 08 09 36
01 04 07 09 12 37
01 04 07 10 16 47
01 04 07 10 23 49
01 04 07 25 29 43
01 04 07 25 30 45
01 04 07 33 36 47
01 04 07 33 38 42
01 04 08 09 47 48
01 04 08 13 21 27
01 04 08 27 34 40
01 04 08 30 31 33
01 04 09 10 15 26
01 04 09 14 16 49
01 04 09 14 18 34
01 04 09 15 19 36
01 04 09 19 39 41
01 04 09 20 30 44
01 04 09 25 34 43
01 04 09 26 41 43
01 04 10 11 23 25
01 04 10 14 32 39
01 04 10 19 28 45
01 04 10 22 27 42
01 04 11 15 16 20
01 04 11 16 23 33
01 04 11 16 26 46
01 04 11 26 38 47
01 04 12 17 33 43
01 04 13 16 30 31
01 04 14 17 21 26
01 04 14 17 31 44
01 04 14 20 41 44
01 04 14 21 22 29
01 04 14 23 30 48
01 04 15 27 32 45
01 04 16 22 29 47
01 04 16 22 32 37
01 04 16 24 44 46
01 04 17 30 35 41
01 04 18 27 28 46
01 04 18 27 35 36
01 04 19 25 29 44
01 04 19 31 45 47
01 04 20 21 26 43
01 04 20 21 35 39
01 04 20 28 44 47
01 04 20 33 34 37
01 04 21 31 38 43
01 04 22 23 34 35
01 04 22 26 37 47
01 04 24 40 47 48
01 04 26 27 35 45
01 04 27 36 40 44
01 04 30 40 42 48
01 04 31 33 36 39
01 05 06 07 32 38
01 05 06 09 22 44
01 05 06 10 33 49
01 05 06 15 20 22
01 05 06 17 26 37
01 05 06 18 31 35
01 05 07 08 11 13
01 05 07 08 13 49
01 05 07 10 23 40
01 05 07 10 26 49
01 05 07 11 22 25
01 05 07 16 28 46
01 05 07 18 20 45
01 05 07 18 22 42
01 05 07 19 37 45
01 05 08 11 29 33
01 05 08 14 38 45
01 05 09 11 22 38
01 05 09 12 39 41
01 05 09 13 33 45
01 05 09 17 20 30
01 05 09 22 25 37
01 05 09 27 33 44
01 05 09 35 38 47
01 05 10 11 18 45
01 05 10 14 35 43
01 05 10 15 40 41
01 05 10 16 44 45
01 05 10 20 28 39
01 05 10 22 25 46
01 05 10 22 31 32
01 05 11 13 33 35
01 05 11 22 29 36
01 05 11 29 40 49
01 05 11 37 44 47
01 05 12 13 16 21
01 05 12 17 31 44
01 05 12 30 42 48
01 05 12 32 42 49
01 05 13 19 26 37
01 05 13 22 28 43
01 05 14 15 20 43
01 05 14 24 25 38
01 05 14 27 28 38
01 05 14 27 30 41
01 05 15 18 22 44
01 05 15 20 25 43
01 05 15 23 25 31
01 05 15 33 35 47
01 05 16 24 34 44
01 05 16 26 37 41
01 05 16 45 46 49
01 05 17 21 29 45
01 05 17 32 39 45
01 05 18 19 24 28
01 05 18 34 35 37
01 05 20 32 33 48
01 05 21 24 29 47
01 05 21 24 41 42
01 05 21 29 37 42
01 05 21 35 37 41
01 05 21 36 44 45
01 05 22 25 36 37
01 05 22 42 47 49
01 05 24 32 34 39
01 05 24 41 42 43
01 05 25 30 31 48
01 05 26 34 39 49
01 05 29 32 37 43
01 05 29 43 44 48
01 05 32 33 39 40
01 06 07 08 22 46
01 06 07 09 25 27
01 06 07 10 31 49
01 06 07 14 26 48
01 06 07 24 30 48
01 06 07 31 37 39
01 06 08 10 14 49
01 06 08 10 15 20
01 06 08 10 17 38
01 06 08 11 23 46
01 06 08 11 25 35
01 06 08 13 19 30
01 06 08 13 21 26
01 06 08 13 21 38
01 06 08 27 31 45
01 06 08 30 32 44
01 06 08 38 39 40
01 06 08 44 45 48
01 06 09 10 16 32
01 06 09 13 35 48
01 06 09 21 30 42
01 06 10 16 28 40
01 06 10 24 29 35
01 06 10 26 31 38
01 06 11 23 31 40
01 06 11 25 29 33
01 06 11 27 33 41
01 06 12 16 33 45
01 06 12 19 24 31
01 06 12 20 31 36
01 06 12 27 45 49
01 06 13 14 19 34
01 06 13 15 22 27
01 06 13 17 29 36
01 06 13 17 43 44
01 06 13 29 37 39
01 06 14 18 25 34
01 06 15 27 33 40
01 06 15 29 34 42
01 06 15 34 42 44
01 06 16 29 31 48
01 06 16 30 40 47
01 06 16 34 37 41
01 06 16 38 41 48
01 06 17 19 41 42
01 06 17 20 33 44
01 06 19 25 33 48
01 06 19 30 32 44
01 06 20 22 24 46
01 06 20 31 40 41
01 06 21 26 32 47
01 06 21 27 43 49
01 06 22 24 27 46
01 06 22 38 41 42
01 06 23 24 27 39
01 06 23 35 36 39
01 06 24 31 38 44
01 06 25 31 33 43
01 06 25 35 43 49
01 06 26 27 43 46
01 06 29 34 41 46
01 06 31 37 44 45
01 06 33 38 44 48
01 06 34 36 40 48
01 06 34 39 40 42
01 07 08 10 18 36
01 07 08 13 34 42
01 07 08 14 32 33
01 07 08 33 40 44
01 07 09 11 37 40
01 07 09 13 32 41
01 07 09 16 25 39
01 07 09 21 46 47
01 07 09 27 43 44
01 07 10 16 31 42
01 07 10 16 36 40
01 07 10 20 29 34
01 07 11 12 29 39
01 07 11 13 39 47
01 07 11 14 19 38
01 07 11 14 26 28
01 07 11 17 27 47
01 07 12 13 17 43
01 07 12 16 18 39
01 07 12 22 24 48
01 07 12 22 27 44
01 07 12 24 44 49
01 07 13 19 41 45
01 07 13 20 35 40
01 07 13 24 40 46
01 07 13 30 34 36
01 07 14 16 30 37
01 07 14 16 32 41
01 07 14 17 25 33
01 07 14 18 26 33
01 07 14 21 33 48
01 07 14 31 41 43
01 07 15 18 27 40
01 07 15 20 31 45
01 07 15 24 26 34
01 07 15 33 43 48
01 07 16 17 35 43
01 07 16 21 33 38
01 07 17 28 41 45
01 07 18 19 27 41
01 07 18 23 29 43
01 07 18 28 29 31
01 07 18 28 30 34
01 07 19 21 39 45
01 07 19 31 35 44
01 07 19 36 42 49
01 07 20 22 33 41
01 07 21 25 30 43
01 07 22 24 31 49
01 07 23 29 30 33
01 07 26 40 43 45
01 07 27 31 34 39
01 07 28 31 40 44
01 07 29 39 41 49
01 07 44 45 46 49
01 08 09 14 37 45
01 08 09 28 31 41
01 08 10 11 17 35
01 08 10 14 19 33
01 08 10 15 40 41
01 08 10 22 28 32
01 08 10 33 34 38
01 08 10 34 42 45
01 08 10 38 42 47
01 08 11 19 25 29
01 08 11 21 24 41
01 08 11 29 33 36
01 08 12 26 33 47
01 08 12 30 36 44
01 08 13 23 27 38
01 08 13 24 27 43
01 08 13 28 31 44
01 08 13 32 38 43
01 08 14 19 27 31
01 08 14 25 27 28
01 08 14 29 33 49
01 08 15 25 31 41
01 08 15 27 33 45
01 08 15 36 38 49
01 08 16 18 19 38
01 08 17 20 32 44
01 08 18 19 29 33
