1 2 3 7 8
1 2 3 9 37
1 2 4 19 23
1 2 7 8 19
1 2 8 35 49
1 2 8 46 47
1 2 13 18 38
1 2 17 23 29
1 2 18 38 49
1 2 24 36 38
1 2 26 36 46
1 2 32 36 39
1 2 39 41 49
1 3 5 24 39
1 3 7 13 42
1 3 7 26 29
1 3 9 10 46
1 3 10 19 27
1 3 15 36 40
1 3 18 23 33
1 3 19 40 46
1 3 22 32 40
1 3 23 25 26
1 4 5 6 41
1 4 6 7 27
1 4 9 30 34
1 4 12 19 21
1 4 13 17 49
1 4 19 28 44
1 4 29 38 47
1 5 6 15 31
1 5 9 27 40
1 5 10 33 48
1 5 11 30 38
1 5 15 40 43
1 5 18 34 49
1 5 18 42 46
1 5 22 30 38
1 5 24 26 47
1 5 24 27 41
1 5 36 48 49
1 6 11 14 16
1 7 11 18 22
1 7 11 37 47
1 7 14 30 41
1 7 18 26 28
1 7 18 46 49
1 7 31 41 46
1 8 11 22 27
1 8 11 26 37
1 8 17 26 38
1 8 19 28 33
1 8 28 40 45
1 8 33 45 46
1 9 11 32 41
1 9 21 31 39
1 9 35 36 40
1 10 12 25 44
1 10 21 24 33
1 10 23 32 37
1 10 25 31 39
1 11 12 33 44
1 11 16 46 48
1 11 19 28 43
1 11 20 31 43
1 11 24 35 38
1 11 25 26 39
1 11 25 29 46
1 11 37 41 46
1 12 14 20 31
1 12 17 27 31
1 12 19 26 35
1 12 21 38 40
1 12 26 34 35
1 13 15 28 37
1 13 15 43 48
1 13 20 37 41
1 13 24 28 47
1 13 24 31 49
1 13 24 41 42
1 14 24 31 44
1 15 16 27 44
1 15 16 29 32
1 15 16 34 43
1 15 23 36 44
1 15 24 31 42
1 16 23 35 49
1 16 28 31 33
1 16 31 44 48
1 17 23 38 43
1 17 24 28 31
1 17 27 43 46
1 17 30 31 49
1 17 39 45 48
1 18 20 46 48
1 18 22 26 34
1 19 33 41 47
1 21 25 37 42
1 22 29 34 47
1 23 27 29 32
1 23 31 32 40
1 24 29 37 43
1 24 42 43 47
1 25 33 37 41
1 25 33 42 47
1 26 27 38 46
1 26 33 34 43
1 27 32 33 35
1 32 35 45 48
1 33 38 39 45
1 35 39 45 46
1 36 39 45 49
1 39 44 46 48
2 3 4 40 47
2 3 5 12 27
2 3 5 17 39
2 3 5 32 38
2 3 5 37 45
2 3 8 9 35
2 3 12 25 32
2 3 15 36 43
2 3 20 26 28
2 3 20 35 46
2 3 27 35 49
2 4 6 14 45
2 4 8 32 34
2 4 8 41 47
2 4 9 29 30
2 4 12 17 37
2 4 12 23 47
2 4 13 15 45
2 4 21 23 34
2 4 28 35 38
2 5 7 13 27
2 5 8 40 46
2 5 9 13 48
2 5 9 15 33
2 5 9 17 44
2 5 9 25 41
2 5 13 18 29
2 5 14 31 45
2 5 20 21 47
2 5 21 30 46
2 5 42 44 46
2 6 12 32 43
2 6 13 27 42
2 6 14 37 43
2 6 16 42 44
2 6 23 45 48
2 7 8 28 31
2 7 12 21 27
2 7 17 45 49
2 8 10 23 31
2 8 12 15 18
2 8 26 43 45
2 9 11 20 34
2 9 14 20 21
2 9 15 22 33
2 9 16 31 39
2 9 29 36 38
2 9 33 36 38
2 9 34 41 43
2 9 41 45 48
2 10 11 21 38
2 10 13 24 37
2 10 14 40 45
2 10 15 39 48
2 11 17 32 34
2 11 18 27 47
2 11 19 29 37
2 11 22 28 45
2 11 24 26 31
2 11 25 28 31
2 12 13 20 34
2 12 14 35 45
2 13 16 30 49
2 13 18 19 43
2 13 23 31 33
2 13 24 27 34
2 13 30 45 47
2 13 32 41 46
2 14 15 19 47
2 14 30 34 43
2 14 34 40 43
2 14 39 46 49
2 14 43 47 49
2 15 20 31 49
2 15 21 32 34
2 15 28 38 42
2 16 27 29 48
2 17 19 34 38
2 17 25 33 43
2 18 23 44 48
2 18 26 37 48
2 18 27 39 48
2 18 27 40 43
2 18 33 35 39
2 19 20 27 47
2 19 33 35 45
2 19 39 44 49
2 20 22 34 40
2 20 27 34 37
2 21 22 29 30
2 21 31 36 38
2 21 32 39 47
2 21 33 41 42
2 22 25 34 39
2 22 34 36 37
2 23 29 32 48
2 24 30 38 48
2 25 33 39 40
2 26 29 30 31
2 28 33 34 38
2 29 34 46 47
2 32 39 40 42
2 33 40 48 49
3 4 5 19 25
3 4 5 35 42
3 4 6 27 37
3 4 8 13 33
3 4 10 25 32
3 4 11 19 27
3 4 11 30 37
3 4 18 28 41
3 4 28 41 48
3 4 31 36 43
3 5 6 29 33
3 5 14 45 48
3 5 15 21 28
3 5 28 30 42
3 5 34 41 45
3 6 10 39 44
3 6 11 35 47
3 6 11 44 48
3 6 12 29 37
3 7 9 19 41
3 7 11 13 25
3 7 11 18 43
3 7 11 23 45
3 7 18 21 47
3 8 9 10 48
3 8 13 17 27
3 8 14 24 33
3 8 14 32 43
3 8 18 19 37
3 8 20 40 43
3 8 35 41 44
3 8 38 44 49
3 9 10 13 25
3 9 10 30 41
3 9 11 14 33
3 9 12 21 47
3 9 12 32 37
3 9 13 17 45
3 9 18 19 22
3 9 18 43 46
3 10 13 30 34
3 10 13 38 46
3 10 14 28 49
3 10 15 23 48
3 10 20 26 39
3 10 23 37 39
3 11 12 30 43
3 11 13 38 39
3 11 23 33 48
3 11 36 41 48
3 12 13 21 37
3 12 14 16 45
3 12 15 19 37
3 12 16 23 39
3 12 41 43 46
3 13 16 19 40
3 13 18 29 46
3 13 20 27 38
3 13 25 26 29
3 14 15 27 28
3 14 23 37 47
3 14 25 30 45
3 15 16 42 45
3 15 21 24 26
3 15 27 41 47
3 16 17 23 36
3 17 18 20 49
3 19 24 37 46
3 20 38 42 46
3 21 27 30 35
3 21 28 32 37
3 22 24 31 47
3 22 25 27 41
3 22 26 40 45
3 22 34 41 49
3 22 38 40 49
3 24 25 35 42
3 24 25 38 46
3 24 29 36 43
3 24 37 43 49
3 27 29 30 41
3 29 31 43 48
3 32 42 43 49
3 35 40 45 48
3 36 38 42 48
3 37 38 40 45
4 5 6 26 47
4 5 7 39 48
4 5 11 12 27
4 5 11 24 49
4 5 12 14 25
4 5 20 26 48
4 6 8 13 47
4 6 9 10 42
4 6 11 28 41
4 6 14 21 37
4 6 21 27 33
4 6 28 29 43
4 6 29 44 45
4 7 8 11 13
4 7 8 38 40
4 7 10 32 33
4 7 13 15 47
4 7 16 30 43
4 7 17 24 29
4 7 17 25 41
4 7 18 20 46
4 7 19 35 45
4 7 22 37 42
4 7 24 31 35
4 7 27 33 48
4 8 12 14 43
4 8 14 22 34
4 8 16 17 20
4 8 18 29 43
4 8 20 22 49
4 8 20 33 49
4 8 21 29 42
4 8 23 40 45
4 8 25 35 44
4 9 14 16 45
4 9 16 26 45
4 10 13 18 47
4 10 14 27 39
4 10 16 17 24
4 10 20 25 39
4 10 20 37 41
4 10 22 36 41
4 10 38 43 46
4 11 32 35 42
4 11 35 38 46
4 12 16 21 46
4 12 18 33 39
4 12 20 28 33
4 12 30 32 48
4 13 16 36 49
4 13 17 32 47
4 13 20 39 45
4 13 23 27 38
4 13 28 35 49
4 14 19 42 45
4 14 20 23 35
4 14 24 29 31
4 15 19 23 48
4 15 19 26 44
4 15 19 29 44
4 15 20 24 48
4 15 22 44 46
4 16 18 30 48
4 16 25 26 42
4 16 25 34 39
4 16 40 43 49
4 17 20 34 39
4 17 23 24 32
4 17 34 35 45
4 18 22 38 48
4 18 25 26 46
4 19 21 25 41
4 19 30 44 46
